"","company_location","review_date","country_of_bean_origin","cocoa_percent","no_ingredients","rating"
"545","Spain",2008,"Venezuela",71,4,3.5
"546","Spain",2009,"Blend",60,4,3.25
"547","Spain",2009,"Blend",75,4,3.25
"548","Spain",2010,"Mexico",71,4,3.25
"549","Spain",2010,"Madagascar",71,4,3.5
"550","U.S.A.",2015,"Mexico",65,2,2.5
"551","U.S.A.",2015,"Mexico",75,2,2.5
"552","Canada",2009,"Venezuela",80,4,2.5
"553","Canada",2009,"Mexico",70,4,2.75
"554","Canada",2009,"Brazil",70,4,3
"555","Canada",2009,"Brazil",80,4,3
"556","Canada",2009,"Venezuela",70,4,3
"557","U.S.A.",2020,"Guatemala",70,2,3.5
"558","U.S.A.",2020,"Venezuela",75,2,3.75
"559","U.S.A.",2020,"Belize",70,2,3.75
"560","U.S.A.",2020,"Madagascar",67,2,4
"561","U.S.A.",2021,"Tanzania",75,2,3.5
"562","U.S.A.",2021,"Bolivia",75,2,3.75
"563","Martinique",2013,"Martinique",42,4,2.75
"564","U.S.A.",2018,"Peru",70,2,2.75
"565","U.S.A.",2018,"Peru",75,3,3.75
"566","U.S.A.",2019,"Vietnam",72,3,3
"567","U.S.A.",2019,"Costa Rica",70,3,3.25
"568","U.S.A.",2019,"Ecuador",73,3,3.5
"569","U.S.A.",2019,"Tanzania",72,3,3.5
"570","U.S.A.",2019,"Dominican Republic",72,3,3.75
"571","U.S.A.",2019,"Brazil",70,3,4
"572","U.S.A.",2009,"Venezuela",61,5,3
"573","U.S.A.",2010,"Venezuela",77,3,2.75
"574","Sao Tome",2008,"Blend",80,3,3
"575","Sao Tome",2008,"Blend",75,3,3.75
"576","Sao Tome",2010,"Blend",73.5,2,3.75
"577","U.S.A.",2021,"Dominican Republic",70,3,3.5
"578","U.S.A.",2021,"Haiti",79,3,3.5
"579","U.S.A.",2015,"Ecuador",73,2,3.5
"580","Canada",2020,"Peru",70,3,3.5
"581","St. Lucia",2019,"St. Lucia",70,4,2.25
"582","U.S.A.",2021,"Peru",68,3,3
"583","U.S.A.",2021,"Madagascar",77,2,3.25
"584","U.S.A.",2021,"Colombia",70,3,3.25
"585","U.S.A.",2015,"Ecuador",76,2,3.5
"586","U.S.A.",2016,"Vietnam",78,2,2.75
"587","U.S.A.",2021,"Philippines",70,3,2.5
"588","U.S.A.",2021,"Ivory Coast",70,3,2.5
"589","U.S.A.",2021,"Peru",68,3,3.25
"590","U.S.A.",2021,"Tanzania",75,3,3.5
"591","Germany",2007,"Madagascar",72,3,3
"592","Germany",2008,"Mexico",72,3,3
"593","Germany",2008,"Venezuela",72,3,3
"594","Germany",2009,"Peru",72,3,3
"595","Germany",2009,"Peru",62,3,3.25
"596","Germany",2009,"Venezuela",70,3,3.5
"597","Germany",2009,"Venezuela",70,3,3.75
"598","Germany",2010,"Ecuador",72,3,2.5
"599","Germany",2010,"Venezuela",70,3,3
"600","Germany",2010,"Trinidad",72,3,3
"601","Germany",2010,"Grenada",72,3,3.25
"602","Germany",2010,"Jamaica",72,3,3.25
"603","Germany",2010,"Venezuela",72,3,3.25
"604","Germany",2012,"Ghana",85,3,3.5
"605","Germany",2012,"Madagascar",70,3,3.5
"606","Germany",2012,"Blend",72,3,3.75
"607","Germany",2013,"Ecuador",65,4,3.25
"608","Germany",2017,"Ghana",75,3,3.75
"609","Australia",2012,"Tanzania",75,3,3.25
"610","Australia",2012,"Brazil",65,3,3.25
"611","Australia",2012,"Fiji",67,3,3.25
"612","Australia",2012,"Vanuatu",64,3,3.25
"613","Australia",2012,"Papua New Guinea",75,3,3.5
"614","Australia",2014,"Papua New Guinea",70,3,2.5
"615","Australia",2014,"Vanuatu",83,3,2.75
"616","U.S.A.",2016,"Ecuador",85,3,3.25
"617","U.S.A.",2016,"Ecuador",73,3,3.75
"618","U.S.A.",2020,"Dominican Republic",70,2,3.25
"619","U.S.A.",2020,"Colombia",70,2,3.25
"620","U.S.A.",2020,"Ecuador",70,2,3.25
"621","U.S.A.",2020,"Honduras",70,2,3.5
"622","U.S.A.",2021,"India",70,2,3.75
"623","U.S.A.",2020,"Guatemala",70,3,3.25
"624","U.S.A.",2020,"Haiti",70,3,3.5
"625","U.S.A.",2020,"Belize",75,3,3.5
"626","U.S.A.",2020,"Mexico",70,3,3.5
"627","Mexico",2021,"Mexico",73,2,3.75
"628","Australia",2011,"Australia",70,5,3.25
"629","Australia",2015,"Australia",70,3,2.75
"630","U.S.A.",2017,"Dominican Republic",72,2,2.75
"631","U.K.",2015,"Grenada",70,3,2.25
"632","U.K.",2015,"Nicaragua",70,3,2.75
"633","U.K.",2015,"Trinidad",70,3,3
"634","U.K.",2015,"Ecuador",70,3,3.5
"635","U.K.",2018,"Blend",65,4,2.5
"636","U.S.A.",2021,"Puerto Rico",68,4,2.5
"637","U.S.A.",2021,"India",72,4,3
"638","U.S.A.",2021,"Peru",72,4,3.5
"639","U.S.A.",2012,"Costa Rica",70,2,3
"640","U.S.A.",2012,"Colombia",70,2,3.25
"641","U.S.A.",2012,"Dominican Republic",70,2,3.75
"642","U.S.A.",2013,"Venezuela",70,2,2.75
"643","U.S.A.",2013,"Venezuela",70,2,3.25
"644","U.S.A.",2013,"Venezuela",70,2,3.5
"645","U.S.A.",2013,"Papua New Guinea",70,2,3.5
"646","U.S.A.",2014,"Liberia",70,2,2.75
"647","U.S.A.",2014,"Belize",70,2,3.5
"648","U.S.A.",2014,"Ecuador",70,2,3.5
"649","U.S.A.",2014,"Dominican Republic",70,2,3.75
"650","U.S.A.",2015,"Belize",70,2,3
"651","U.S.A.",2016,"Dominican Republic",70,2,3.75
"652","U.S.A.",2017,"Costa Rica",70,2,3
"653","U.S.A.",2018,"Sierra Leone",70,2,3
"654","U.S.A.",2018,"Honduras",70,2,3.25
"655","U.S.A.",2018,"India",70,2,3.5
"656","U.S.A.",2019,"Vietnam",70,2,3.5
"657","U.S.A.",2021,"Guatemala",70,2,2.75
"658","U.S.A.",2021,"India",70,2,2.75
"659","U.S.A.",2021,"Peru",70,2,3.25
"660","U.S.A.",2021,"India",70,2,3.25
"661","U.S.A.",2021,"Tanzania",70,2,3.5
"662","U.S.A.",2021,"Dominican Republic",70,2,3.5
"663","U.S.A.",2021,"Brazil",70,2,4
"664","U.S.A.",2011,"Dominican Republic",70,2,3.25
"665","U.S.A.",2011,"Madagascar",70,2,3.25
"666","U.S.A.",2011,"Tanzania",70,2,3.25
"667","U.S.A.",2021,"Dominican Republic",70,2,3
"668","Guatemala",2009,"Guatemala",75,4,3
"669","Guatemala",2009,"Guatemala",60,4,3.25
"670","Guatemala",2011,"Guatemala",60,4,3.5
"671","Guatemala",2012,"Venezuela",75,4,3
"672","Guatemala",2012,"Guatemala",70,2,3.25
"673","Guatemala",2012,"Guatemala",70,2,3.75
"674","Guatemala",2012,"Madagascar",70,2,3.75
"675","Guatemala",2012,"Guatemala",70,2,4
"676","Guatemala",2014,"Guatemala",82,4,3.25
"677","U.S.A.",2016,"Venezuela",72,2,2.75
"678","U.S.A.",2016,"Vietnam",72,2,3
"679","U.S.A.",2016,"Blend",70,2,3.25
"680","Belgium",2019,"Peru",72,4,3
"681","Belgium",2019,"Vietnam",70,4,3.25
"682","U.S.A.",2015,"Madagascar",70,3,3
"683","U.S.A.",2015,"Tanzania",70,3,3
"684","U.S.A.",2015,"Venezuela",70,3,3.25
"685","U.S.A.",2015,"Ecuador",70,3,3.25
"686","U.S.A.",2016,"Bolivia",75,3,3.25
"687","U.S.A.",2012,"Blend",58,4,3.25
"688","U.S.A.",2013,"Ghana",70,4,2.5
"689","U.S.A.",2013,"Dominican Republic",70,4,2.75
"690","U.S.A.",2013,"Venezuela",70,4,2.75
"691","Brazil",2015,"Brazil",72,3,3.5
"692","Brazil",2015,"Brazil",65,3,3.5
"693","South Africa",2016,"Uganda",70,3,2.5
"694","South Africa",2016,"Madagascar",70,3,3
"695","U.S.A.",2007,"Madagascar",66,4,2.5
"696","U.S.A.",2007,"Costa Rica",64,4,3
"697","U.S.A.",2007,"Ecuador",71,4,3
"698","U.S.A.",2007,"Ghana",60,4,3
"699","U.S.A.",2007,"Papua New Guinea",64,4,3
"700","U.S.A.",2007,"Peru",64,4,3
"701","France",2008,"Venezuela",66,4,3.75
"702","France",2009,"Papua New Guinea",64,4,3
"703","Dominican Republic",2018,"Dominican Republic",70,2,2.5
"704","Dominican Republic",2018,"Dominican Republic",70,2,2.5
"705","Dominican Republic",2018,"Dominican Republic",80,2,3
"706","Canada",2016,"Tanzania",72,2,2.5
"707","Canada",2019,"Guatemala",72,2,3
"708","U.S.A.",2007,"Costa Rica",77,2,3.5
"709","U.S.A.",2007,"Dominican Republic",77,2,3.5
"710","U.S.A.",2008,"Bolivia",80,2,2.75
"711","U.S.A.",2011,"Madagascar",80,2,2.75
"712","U.S.A.",2011,"Venezuela",75,2,2.75
"713","U.S.A.",2011,"Dominican Republic",74,2,3
"714","U.S.A.",2011,"Ecuador",70,2,3.25
"715","U.S.A.",2012,"Bolivia",75,2,2.75
"716","U.S.A.",2013,"Ecuador",70,2,3.25
"717","U.S.A.",2013,"Ecuador",76,2,3.5
"718","U.S.A.",2014,"Dominican Republic",74,2,3.5
"719","U.S.A.",2015,"Bolivia",70,2,3.75
"720","U.S.A.",2016,"Vietnam",78,2,3.5
"721","U.S.A.",2017,"Guatemala",70,2,3.75
"722","U.S.A.",2017,"Brazil",75,2,3.75
"723","U.S.A.",2017,"Solomon Islands",72,2,4
"724","U.S.A.",2018,"Fiji",80,2,3.75
"725","U.S.A.",2019,"Madagascar",72,2,3.75
"726","U.S.A.",2019,"Belize",72,2,4
"727","U.S.A.",2020,"Blend",73,2,3.5
"728","U.S.A.",2021,"Jamaica",75,2,3.75
"729","U.S.A.",2021,"Mexico",72,2,4
"730","Sao Tome & Principe",2019,"Sao Tome",75,4,2.5
"731","Sao Tome & Principe",2019,"Sao Tome",70,4,2.75
"732","Sao Tome & Principe",2019,"Sao Tome",65,4,3
"733","Sao Tome & Principe",2019,"Sao Tome",75,4,3
"734","U.K.",2014,"Panama",72,3,3.25
"735","U.K.",2014,"Venezuela",72,3,3.25
"736","U.K.",2014,"Nicaragua",72,3,3.5
"737","U.K.",2015,"Venezuela",85,3,3
"738","Belgium",2006,"Blend",70,3,1.5
"739","Belgium",2008,"Blend",88,3,3
"740","Italy",2006,"Venezuela",70,2,3
"741","Italy",2006,"Peru",70,2,3.25
"742","Italy",2006,"Venezuela",70,2,3.5
"743","Italy",2007,"Venezuela",75,2,3.25
"744","Italy",2007,"Venezuela",60,2,3.25
"745","Italy",2007,"Madagascar",70,2,3.5
"746","Italy",2007,"Madagascar",70,2,3.5
"747","Italy",2007,"Indonesia",70,2,3.75
"748","Italy",2007,"Venezuela",70,2,4
"749","Italy",2007,"Ecuador",70,2,4
"750","Italy",2007,"Venezuela",70,2,4
"751","Italy",2008,"Venezuela",70,2,3
"752","Italy",2008,"Colombia",70,2,3
"753","Italy",2008,"Blend",78,2,3.5
"754","Italy",2008,"Blend",70,2,3.75
"755","Italy",2010,"Venezuela",70,2,3
"756","Italy",2011,"Venezuela",70,2,3.5
"757","Italy",2012,"Tanzania",70,2,3.5
"758","Italy",2012,"Venezuela",70,2,3.75
"759","Italy",2015,"Ecuador",70,2,3.75
"760","Italy",2015,"Venezuela",70,2,3.75
"761","Italy",2018,"Tanzania",70,2,4
"762","U.K.",2015,"Venezuela",70,3,2.5
"763","U.K.",2015,"Colombia",80,3,2.75
"764","U.K.",2015,"Madagascar",77,3,2.75
"765","U.K.",2016,"Grenada",75,3,2.75
"766","U.K.",2018,"Philippines",71.5,3,2.75
"767","U.K.",2018,"Guatemala",72,3,3.5
"768","U.K.",2018,"Peru",80,2,3.5
"769","U.K.",2021,"Belize",78,3,3.25
"770","U.S.A.",2019,"Dominican Republic",75,2,2.5
"771","U.S.A.",2019,"Tanzania",70,2,2.75
"772","U.S.A.",2019,"Dominican Republic",75,2,3
"773","U.K.",2010,"Ecuador",70,3,2.5
"774","U.K.",2010,"Panama",70,3,3.5
"775","U.K.",2010,"Ecuador",72,3,3.75
"776","U.K.",2010,"Peru",70,3,3.75
"777","U.K.",2011,"Panama",72,3,3
"778","U.K.",2011,"Nicaragua",71,3,3.25
"779","U.K.",2011,"Dominican Republic",65,3,3.5
"780","U.K.",2011,"Venezuela",71,3,3.5
"781","U.K.",2011,"Honduras",72,3,3.75
"782","U.K.",2012,"Venezuela",72,3,3.75
"783","U.K.",2014,"Nicaragua",70,4,3.5
"784","U.K.",2014,"Nicaragua",76,4,3.75
"785","U.K.",2015,"Guatemala",70,4,4
"786","U.K.",2017,"Nigeria",70,4,2.75
"787","U.K.",2018,"Guatemala",80,4,3.25
"788","U.K.",2019,"Philippines",70,4,3.5
"789","U.K.",2021,"Nicaragua",70,4,3.5
"790","U.S.A.",2015,"Dominican Republic",70,2,3.25
"791","U.S.A.",2015,"Dominican Republic",70,3,3.25
"792","U.S.A.",2015,"Venezuela",70,3,3.25
"793","U.S.A.",2015,"Peru",70,3,3.5
"794","U.S.A.",2015,"Venezuela",70,3,3.5
"795","U.S.A.",2015,"Ecuador",70,3,4
"796","U.S.A.",2018,"Peru",70,3,4
"797","Canada",2014,"Peru",70,3,3.25
"798","Canada",2014,"Madagascar",70,3,3.5
"799","Canada",2014,"Dominican Republic",70,3,3.75
"800","Canada",2016,"Colombia",70,3,3.25
"801","Canada",2016,"Colombia",70,3,3.25
"802","U.S.A.",2012,"Peru",72,3,2.75
"803","U.S.A.",2019,"Peru",80,2,3.5
"804","Germany",2016,"Venezuela",68,2,3
"805","U.S.A.",2020,"Madagascar",70,2,3
"806","U.S.A.",2020,"Colombia",70,2,3
"807","Bolivia",2008,"Bolivia",71,4,2.75
"808","Bolivia",2011,"Bolivia",75,4,3.75
"809","Venezuela",2006,"Venezuela",70,5,2.75
"810","Venezuela",2008,"Venezuela",74,5,2.5
"811","Venezuela",2008,"Venezuela",58,5,2.5
"812","Venezuela",2008,"Venezuela",61,5,3
"813","Venezuela",2009,"Venezuela",60.5,5,2.75
"814","Venezuela",2009,"Venezuela",70,5,3
"815","Venezuela",2015,"Venezuela",70,5,3.75
"816","U.S.A.",2019,"Guatemala",70,3,3.5
"817","St. Lucia",2013,"St. Lucia",60,2,2.75
"818","St. Lucia",2013,"St. Lucia",70,2,3.25
"819","Japan",2015,"Venezuela",79,3,3
"820","Japan",2015,"Peru",78,3,3.5
"821","France",2018,"Dominican Republic",70,2,3.25
"822","France",2018,"Haiti",70,2,3.5
"823","France",2018,"Guatemala",70,2,3.5
"824","France",2018,"Madagascar",70,2,3.5
"825","U.S.A.",2016,"Honduras",75,2,3.25
"826","U.S.A.",2018,"Vietnam",72,2,3
"827","U.S.A.",2019,"Sierra Leone",70,3,2.5
"828","U.S.A.",2019,"Tanzania",80,3,3
"829","U.S.A.",2019,"Trinidad",72,3,3.5
"830","France",2014,"Vietnam",80,3,3
"831","France",2014,"Vietnam",70,3,3.25
"832","France",2014,"Vietnam",74,3,3.25
"833","U.S.A.",2008,"Venezuela",72,4,3
"834","U.S.A.",2009,"Costa Rica",65,4,2
"835","U.S.A.",2009,"Blend",74,4,2.75
"836","U.S.A.",2009,"Venezuela",81,4,3.5
"837","U.S.A.",2012,"Venezuela",70,4,2.75
"838","U.S.A.",2021,"Blend",65,3,3
"839","U.S.A.",2021,"Colombia",70,2,3.5
"840","U.S.A.",2011,"Blend",55,4,2.5
"841","U.S.A.",2011,"Trinidad",55,4,2.5
"842","U.S.A.",2011,"Venezuela",70,4,2.5
"843","U.S.A.",2011,"Blend",62,4,2.5
"844","U.S.A.",2011,"Blend",62,4,2.75
"845","U.S.A.",2014,"Belize",80,3,3
"846","U.S.A.",2014,"Ecuador",80,3,3.5
"847","U.S.A.",2014,"Dominican Republic",80,3,3.75
"848","U.S.A.",2018,"Guatemala",80,3,3.5
"849","U.S.A.",2021,"Uganda",70,3,3
"850","U.S.A.",2019,"Peru",73,3,3
"851","U.S.A.",2010,"Brazil",75,2,2.75
"852","Portugal",2016,"Venezuela",76,2,2.5
"853","Portugal",2016,"Belize",76,2,2.75
"854","Portugal",2016,"Jamaica",76,2,3
"855","Switzerland",2006,"Blend",62,5,2
"856","Switzerland",2006,"Madagascar",64,5,3
"857","Switzerland",2006,"Venezuela",65,5,3
"858","Switzerland",2006,"Dominican Republic",74,5,3
"859","Switzerland",2006,"Ecuador",72,5,3.5
"860","Switzerland",2006,"Bolivia",68,5,4
"861","Switzerland",2010,"Grenada",58,5,3.5
"862","U.S.A.",2014,"Puerto Rico",65,3,2.25
"863","U.S.A.",2014,"Dominican Republic",85,3,2.5
"864","U.S.A.",2014,"Dominican Republic",80,3,3
"865","U.S.A.",2014,"Dominican Republic",70,3,3.25
"866","Canada",2020,"Honduras",70,3,2.75
"867","Canada",2020,"Colombia",70,3,2.75
"868","Canada",2020,"Mexico",70,3,3
"869","Canada",2020,"Blend",70,3,3.25
"870","U.K.",2019,"Philippines",73,4,3.25
"871","U.K.",2019,"Papua New Guinea",72,4,3.5
"872","U.K.",2019,"Solomon Islands",69,4,3.5
"873","U.K.",2019,"Vanuatu",72,4,3.75
"874","U.S.A.",2018,"Belize",75,2,2.75
"875","U.S.A.",2018,"Guatemala",75,2,2.75
"876","U.S.A.",2018,"Colombia",75,2,3
"877","U.S.A.",2018,"Dominican Republic",75,2,3.5
"878","Norway",2018,"Madagascar",70,3,3
"879","Norway",2018,"India",68,3,3.5
"880","Norway",2018,"Tanzania",70,3,3.5
"881","U.K.",2014,"Peru",72,3,2.75
"882","Puerto Rico",2016,"Dominican Republic",70,6,2.75
"883","Puerto Rico",2016,"Dominican Republic",80,6,2.75
"884","Singapore",2016,"Madagascar",70,2,2.75
"885","Singapore",2016,"Ecuador",75,2,3.5
"886","Singapore",2016,"Tanzania",67,2,3.75
"887","Singapore",2018,"Dominican Republic",72,2,2.75
"888","Singapore",2018,"Bolivia",70,2,3
"889","Singapore",2018,"Indonesia",70,2,3
"890","Singapore",2018,"Philippines",70,2,3.25
"891","Singapore",2018,"Haiti",68,2,3.5
"892","Singapore",2019,"Mexico",70,2,3
"893","Singapore",2019,"Madagascar",70,2,3.5
"894","Singapore",2021,"Indonesia",72,2,3.5
"895","Singapore",2021,"Malaysia",72,2,3.5
"896","New Zealand",2019,"Papua New Guinea",70,2,3
"897","New Zealand",2019,"Bolivia",70,2,3
"898","New Zealand",2019,"Vanuatu",70,2,3
"899","New Zealand",2019,"Colombia",70,2,3
"900","New Zealand",2019,"Tanzania",70,2,3.25
"901","New Zealand",2019,"Ecuador",70,2,3.75
"902","New Zealand",2019,"Peru",70,2,3.75
"903","Venezuela",2012,"Venezuela",60,3,3.5
"904","Venezuela",2012,"Venezuela",70,3,3.75
"905","Venezuela",2014,"Venezuela",70,3,3.5
"906","Venezuela",2014,"Venezuela",70,3,3.75
"907","Venezuela",2018,"Venezuela",60,4,2.5
"908","Venezuela",2018,"Venezuela",70,3,3
"909","Venezuela",2018,"Venezuela",85,2,3
"910","Venezuela",2018,"Venezuela",70,3,3.25
"911","Venezuela",2018,"Venezuela",72,2,3.5
"912","Belgium",2014,"Ghana",60,4,3.5
"913","Belgium",2014,"Madagascar",65,4,3.5
"914","Belgium",2015,"Vietnam",80,4,3
"915","Belgium",2015,"Costa Rica",70,4,3.5
"916","Belgium",2015,"Peru",75,4,3.5
"917","U.S.A.",2011,"Peru",70,2,3.5
"918","U.S.A.",2011,"Dominican Republic",65,2,3.5
"919","U.S.A.",2012,"Peru",81,2,2
"920","U.S.A.",2012,"Peru",70,2,2.5
"921","U.S.A.",2012,"Peru",66,2,3.5
"922","U.S.A.",2013,"Peru",66,2,3.5
"923","U.S.A.",2014,"Costa Rica",80,2,3
"924","U.S.A.",2014,"Nicaragua",68,2,3.25
"925","U.S.A.",2015,"Guatemala",73,2,3.5
"926","U.S.A.",2017,"Peru",70,2,3.5
"927","U.S.A.",2019,"India",71,3,3.25
"928","U.S.A.",2009,"Jamaica",80,3,2.75
"929","U.S.A.",2009,"Jamaica",70,3,3
"930","U.S.A.",2009,"Jamaica",70,3,3.25
"931","U.S.A.",2009,"Venezuela",65,3,3.5
"932","U.S.A.",2011,"Ghana",74,3,2.75
"933","U.S.A.",2011,"Madagascar",74,3,2.75
"934","U.S.A.",2011,"Madagascar",74,3,3
"935","U.S.A.",2011,"Jamaica",70,3,3.25
"936","U.S.A.",2011,"Dominican Republic",72,3,3.25
"937","U.S.A.",2011,"Venezuela",76,3,3.25
"938","U.S.A.",2011,"Dominican Republic",72,3,3.5
"939","U.S.A.",2011,"Jamaica",70,3,3.5
"940","U.S.A.",2011,"Venezuela",70,3,4
"941","U.S.A.",2012,"Papua New Guinea",69,2,3
"942","U.S.A.",2012,"Papua New Guinea",69,2,3.5
"943","U.S.A.",2012,"Papua New Guinea",69,2,3.5
"944","U.S.A.",2012,"Madagascar",74,3,4
"945","U.S.A.",2012,"Papua New Guinea",69,2,4
"946","U.S.A.",2013,"Dominican Republic",72,3,3.25
"947","U.S.A.",2013,"Dominican Republic",72,3,3.75
"948","U.S.A.",2013,"Peru",70,3,3.75
"949","U.S.A.",2013,"Peru",70,3,4
"950","U.S.A.",2014,"Peru",70,3,3
"951","U.S.A.",2014,"Peru",70,3,3.5
"952","U.S.A.",2014,"Peru",70,3,3.5
"953","U.S.A.",2014,"Peru",70,3,3.5
"954","U.S.A.",2017,"Guatemala",70,3,3.5
"955","U.S.A.",2017,"Guatemala",70,3,3.5
"956","U.S.A.",2017,"Guatemala",70,3,3.75
"957","U.S.A.",2018,"Venezuela",72,3,3.25
"958","U.S.A.",2018,"Venezuela",72,3,3.5
"959","U.S.A.",2021,"Peru",74,3,3
"960","U.S.A.",2021,"Ghana",68,3,3.25
"961","U.S.A.",2021,"Peru",74,3,3.25
"962","U.S.A.",2021,"Ghana",68,3,3.5
"963","U.S.A.",2021,"Nicaragua",70,3,3.5
"964","U.S.A.",2021,"Madagascar",70,3,3.5
"965","U.S.A.",2021,"Nicaragua",70,3,3.75
"966","U.S.A.",2021,"Venezuela",68,3,4
"967","U.S.A.",2017,"Brazil",70,2,3.5
"968","U.S.A.",2017,"Tanzania",70,2,3.75
"969","U.S.A.",2014,"Belize",70,2,3.5
"970","U.S.A.",2014,"Madagascar",70,2,3.5
"971","U.S.A.",2014,"Peru",70,2,4
"972","Denmark",2016,"Nicaragua",70,2,3.5
"973","Denmark",2017,"Nicaragua",70,3,3.75
"974","Denmark",2018,"Nicaragua",60,3,3
"975","Denmark",2018,"Nicaragua",70,3,3
"976","Denmark",2018,"Nicaragua",70,3,3.25
"977","Denmark",2018,"Nicaragua",70,3,3.25
"978","Denmark",2018,"Nicaragua",68,3,3.5
"979","Denmark",2018,"Nicaragua",70,3,3.5
"980","Denmark",2018,"Nicaragua",70,3,3.75
"981","Denmark",2018,"Nicaragua",70,3,3.75
"982","Denmark",2018,"Nicaragua",70,3,3.75
"983","Denmark",2018,"Guatemala",70,3,4
"984","Denmark",2018,"Nicaragua",70,3,4
"985","Denmark",2011,"Nicaragua",70,3,3.25
"986","Denmark",2011,"Nicaragua",70,3,3.5
"987","Denmark",2011,"Nicaragua",70,3,3.5
"988","Denmark",2012,"Nicaragua",70,3,3.25
"989","Denmark",2012,"Honduras",70,3,3.25
"990","Denmark",2012,"Nicaragua",70,3,3.25
"991","Denmark",2012,"Nicaragua",70,3,3.75
"992","Denmark",2013,"Nicaragua",70,3,3.25
"993","Denmark",2013,"Nicaragua",70,3,3.5
"994","Denmark",2014,"Nicaragua",70,3,3.5
"995","Denmark",2015,"Nicaragua",60,3,3
"996","Denmark",2015,"Nicaragua",85,3,3.25
"997","U.S.A.",2011,"Costa Rica",70,3,3
"998","U.S.A.",2011,"Costa Rica",66,3,3.25
"999","U.S.A.",2012,"Peru",70,3,2.5
"1000","U.S.A.",2013,"Ecuador",75,3,3
"1001","U.S.A.",2013,"Dominican Republic",70,3,3.75
"1002","U.S.A.",2014,"Peru",76,3,3
"1003","U.S.A.",2014,"Trinidad",70,3,3.75
"1004","U.S.A.",2016,"Bolivia",74,2,3.75
"1005","U.S.A.",2016,"Costa Rica",74,2,4
"1006","U.S.A.",2019,"Colombia",85,2,3.5
"1007","U.S.A.",2019,"Madagascar",74,2,3.75
"1008","U.S.A.",2021,"Dominican Republic",77,2,3.25
"1009","U.S.A.",2021,"Dominican Republic",68,4,3.75
"1010","U.S.A.",2021,"Peru",72,3,3.75
"1011","Taiwan",2018,"Taiwan",70,3,2.5
"1012","Taiwan",2018,"Madagascar",70,2,3
"1013","Taiwan",2018,"Tanzania",70,2,3
"1014","Taiwan",2018,"Venezuela",70,3,3.5
"1015","U.S.A.",2014,"U.S.A.",85,3,2.5
"1016","Germany",2015,"Madagascar",65,4,3.25
"1017","Germany",2015,"Dominican Republic",70,4,3.5
"1018","Germany",2015,"Dominican Republic",80,4,3.5
"1019","Germany",2015,"Madagascar",75,4,3.5
"1020","Germany",2015,"Ghana",70,4,4
"1021","Germany",2017,"St. Lucia",77,3,3.5
"1022","Germany",2017,"Venezuela",75,3,3.5
"1023","Germany",2018,"Guatemala",72,3,2.75
"1024","Germany",2019,"Venezuela",75,3,2.75
"1025","U.S.A.",2015,"Brazil",66,2,3
"1026","U.S.A.",2016,"Belize",70,2,3.5
"1027","U.S.A.",2016,"Mexico",77,3,2.75
"1028","U.S.A.",2016,"Guatemala",77,3,3.25
"1029","U.S.A.",2016,"Nicaragua",77,3,3.25
"1030","U.S.A.",2017,"Peru",70,3,3.25
"1031","U.S.A.",2019,"Colombia",73,3,2.5
"1032","U.S.A.",2019,"Costa Rica",73,3,3
"1033","U.S.A.",2021,"Ecuador",70,3,3.75
"1034","U.S.A.",2018,"Belize",70,2,2.75
"1035","U.S.A.",2021,"India",70,2,3
"1036","U.S.A.",2021,"Bolivia",70,2,3.25
"1037","U.S.A.",2021,"Dominican Republic",70,2,3.25
"1038","Vietnam",2011,"Vietnam",72,5,3
"1039","U.S.A.",2021,"Madagascar",72,3,3.5
"1040","U.S.A.",2021,"Tanzania",70,3,3.5
"1041","U.S.A.",2021,"Dominican Republic",75,3,3.5
"1042","U.S.A.",2021,"Vietnam",73,3,3.5
"1043","U.K.",2006,"Blend",70,5,2.5
"1044","Japan",2016,"Madagascar",70,2,3.5
"1045","Japan",2019,"Peru",73,2,2.5
"1046","U.K.",2021,"India",70,3,3
"1047","Grenada",2008,"Grenada",71,5,2.5
"1048","Grenada",2009,"Grenada",60,5,2.75
"1049","Grenada",2010,"Grenada",82,5,3.25
"1050","Italy",2009,"Ecuador",64,4,3
"1051","Italy",2009,"Ghana",64,4,3
"1052","Italy",2009,"Blend",64,4,3
"1053","Italy",2009,"Venezuela",76,4,3
"1054","Italy",2009,"Blend",64,4,3.25
"1055","Italy",2018,"Madagascar",70,4,2.75
"1056","U.S.A.",2006,"Venezuela",65,5,2.5
"1057","U.S.A.",2006,"Colombia",65,5,3
"1058","U.S.A.",2006,"Blend",61,5,3
"1059","U.S.A.",2006,"Madagascar",65,5,3.5
"1060","U.S.A.",2006,"Ecuador",65,5,3.5
"1061","U.S.A.",2006,"Blend",61,5,3.5
"1062","U.S.A.",2007,"Blend",72,5,3.5
"1063","U.S.A.",2008,"Peru",65,5,3
"1064","U.S.A.",2008,"Blend",64,5,3
"1065","U.S.A.",2008,"Venezuela",65,5,3.5
"1066","U.S.A.",2009,"U.S.A.",55,5,3
"1067","U.S.A.",2009,"Blend",91,5,3
"1068","U.S.A.",2009,"Blend",70,5,3.5
"1069","U.S.A.",2010,"Trinidad",65,5,3
"1070","U.S.A.",2011,"Blend",72,5,2.75
"1071","U.S.A.",2011,"Blend",61,5,3.25
"1072","U.S.A.",2011,"Blend",72,5,3.25
